3745,2
9842,2
1511,2
2454,2
5906,2
1097,2
9296,2
5438,2
4402,2
7473,2
6745,2
2299,2
5275,2
8100,2
6343,2
7319,2
5045,2
8213,2
3653,2
9679,2
6945,2
5661,2
3463,2
6466,2
7020,2
7470,2
4382,2
7259,2
7579,2
1938,2
5159,2
1565,2
6758,2
1790,2
9115,2
3390,2
8379,2
6987,2
2197,2
4713,2
7876,2
5413,2
8135,2
9441,2
4439,2
7791,2
4096,2
7071,2
5202,2
7588,2
1824,2
4310,2
4296,2
3349,2
9219,2
4916,2
6987,2
9224,2
2113,2
8842,2
4985,2
1490,2
1054,2
9655,2
2871,2
2914,2
4080,2
6559,2
5220,2
8623,2
7671,2
2248,2
1898,2
7072,2
7239,2
2888,2
2065,2
6039,2
4707,2
5120,2
2052,2
1790,2
8886,2
3213,2
9331,2
1420,2
2979,2
7803,2
9794,2
6961,2
3836,2
3335,2
8775,2
8773,2
2376,2
6388,2
9280,2
3333,2
5419,2
4483,2
2285,2
7110,2
5622,2
5624,2
6098,2
4548,2
6452,2
6095,2
7033,2
6006,2
6095,2
5814,2
6457,2
8511,2
4737,2
6041,2
1171,2
7223,2
6857,2
3200,2
9913,2
9044,2
6690,2
6260,2
5387,2
4098,2
4808,2
9608,2
5203,2
7729,2
8848,2
9191,2
6420,2
8860,2
3617,2
8236,2
1821,2
3930,2
9869,2
7748,2
4467,2
7293,2
4701,2
1049,2
1086,2
5409,2
6699,2
9186,2
7144,2
9310,2
2299,2
3982,2
9884,2
7847,2
7234,2
5940,2
1448,2
1884,2
1663,2
2216,2
7745,2
3485,2
8033,2
4083,2
2323,2
2513,2
7164,2
1732,2
7859,2
6258,2
1305,2
2184,2
9981,2
2164,2
5193,2
3324,2
1020,2
2592,2
8906,2
8148,2
6694,2
3859,2
2586,2
5637,2
3653,2
6884,2
3883,2
5349,2
2664,2
9616,2
3983,2
7520,2
1831,2
3199,2
3080,2
7654,2
1842,2
9111,2
5318,2
5538,2
9537,2
9721,2
1759,2
9404,2
4422,2
5035,2
3286,2
7962,2
7706,2
8995,2
3608,2
4846,2
6675,2
8416,2
5825,2
7497,2
2557,2
9712,2
2137,2
7294,2
2501,2
8039,2
3098,2
3522,2
5161,2
3980,2
5579,2
3749,2
2475,2
7944,2
1486,2
2621,2
6857,2
5365,2
5083,2
6815,2
8911,2
1455,2
1398,2
5619,2
6340,2
7534,2
3585,2
3321,2
6877,2
1375,2
8600,2
4311,2
6591,2
9787,2
8507,2
6068,2
6538,2
9569,2
1854,2
4503,2
2658,2
6262,2
4118,2
6561,2
5465,2
9305,2
3390,2
3043,2
8688,2
7387,2
5903,2
9074,2
8000,2
4979,2
2892,2
3114,2
7347,2
4132,2
2844,2
7166,2
9580,2
6571,2
2605,2
7451,2
9319,2
7673,2
6901,2
5401,2
8270,2
6742,2
9652,2
6220,2
4801,2
2826,2
6721,2
5116,2
2362,2
2295,2
9309,2
6715,2
8665,2
9343,2
9384,2
2499,2
9530,2
9209,2
2262,2
8856,2
1136,2
6763,2
4028,2
2807,2
6682,2
5799,2
5379,2
8963,2
5494,2
